TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20210730,108,2.1,1784,14,4.1,1449,11,7.6,1449,30.5,35.4,1406,25.8,559,22.3,33.5,22.5,63.1,44.0,1503,26.9,7.2,5.0,-9.0,990.5,999.9,1001.5,410,997.8,1702,6.5,7.7,14.2,-9.0,21.86,3.41,1200,-9.0,3.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.4,25.8,24.2,17.6,15.1
20210731,108,2.5,2156,27,4.3,1855,18,6.9,1509,29.8,34.3,1457,26.8,538,23.4,31.6,25.0,69.9,52.0,1557,28.8,6.5,4.6,-9.0,990.6,1000.1,1001.1,654,998.5,1611,6.9,7.7,14.1,-9.0,21.19,3.27,1300,3.0,0.0,2.75,2.4,201,2.4,251,-9.0,-9,-9.0,-9,-9.0,-9,28.7,25.9,24.3,17.7,15.2
20210801,108,1.3,1126,16,4.7,1924,14,8.3,1923,27.1,28.8,1237,25.1,2345,23.6,28.3,24.2,81.8,71.0,1,29.2,1.9,1.3,-9.0,991.0,1000.5,1001.9,2231,998.7,1529,9.8,0.0,14.1,-9.0,6.56,1.31,1100,21.0,22.7,13.42,8.7,1909,7.3,1917,-9.0,-9,-9.0,-9,-9.0,-9,28.7,26.0,24.4,17.8,15.2
20210802,108,1.6,1362,20,3.4,955,20,5.6,946,26.5,28.6,1725,25.0,17,23.2,27.8,23.6,82.6,69.0,1703,28.4,2.9,2.0,-9.0,993.6,1003.2,1005.7,2350,1000.9,146,9.0,0.6,14.1,-9.0,8.42,1.37,1400,1.7,0.0,6.92,1.4,743,0.4,752,-9.0,-9,-9.0,-9,-9.0,-9,28.1,26.0,24.5,17.9,15.2
20210803,108,1.8,1512,16,5.5,1559,16,9.7,1556,28.0,31.4,1441,24.1,538,23.4,29.0,22.3,76.9,60.0,1722,28.8,4.0,2.8,-9.0,997.7,1007.3,1009.2,2338,1005.4,52,6.1,4.3,14.0,-9.0,13.25,2.02,1400,0.0,0.0,0.35,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.7,26.0,24.6,17.9,15.3
20210804,108,2.0,1743,18,4.3,1453,25,7.6,1849,28.9,33.2,1426,26.3,532,22.8,29.9,23.3,70.6,51.0,1445,27.7,6.4,4.4,-9.0,998.8,1008.4,1009.7,727,1006.6,1551,5.9,6.1,14.0,-9.0,19.55,2.82,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.7,25.9,24.6,18.0,15.3
20210805,108,2.1,1775,29,4.1,1655,29,7.1,1827,29.4,33.7,1511,25.6,407,22.6,30.7,22.5,68.1,53.0,1454,27.5,6.4,4.5,-9.0,996.4,1005.9,1008.4,1,1003.8,1723,4.6,8.9,14.0,-9.0,20.51,2.66,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.0,25.9,24.7,18.1,15.3
20210806,108,2.1,1842,32,8.3,1427,29,16.4,1424,28.1,32.2,1304,26.0,2332,21.5,33.8,23.3,68.4,57.0,1157,25.7,5.7,4.0,-9.0,994.0,1003.6,1005.2,1,1001.0,1905,7.4,6.3,13.9,-9.0,18.13,2.91,1400,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.1,25.9,24.7,18.2,15.4
20210807,108,2.1,1792,34,4.0,1756,29,6.5,1533,28.0,32.3,1616,23.4,547,20.4,35.3,19.2,65.0,48.0,1755,24.0,6.8,4.8,-9.0,993.5,1003.1,1004.0,814,1001.4,1735,3.3,11.3,13.9,-9.0,23.48,2.86,1400,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.0,26.0,24.7,18.2,15.4
20210808,108,1.7,1506,5,4.3,2246,5,9.5,1608,26.8,32.1,1324,24.4,607,21.7,28.9,20.4,74.8,57.0,1326,26.1,4.2,2.9,-9.0,993.4,1003.0,1004.0,745,1001.7,1458,8.1,2.0,13.9,-9.0,11.91,2.35,1000,12.7,12.7,4.58,11.6,1522,7.8,1529,-9.0,-9,-9.0,-9,-9.0,-9,28.0,26.0,24.8,18.3,15.5
20210809,108,2.3,2018,34,4.8,1714,2,8.3,1921,28.3,33.6,1530,23.3,455,20.0,31.7,19.9,62.4,42.0,1509,23.4,8.4,5.8,-9.0,993.6,1003.1,1005.5,2357,1001.4,1546,5.6,8.6,13.8,-9.0,24.73,3.3,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.5,26.0,24.8,18.4,15.5
20210810,108,2.3,2025,20,4.4,1436,20,8.7,1431,27.7,32.2,1528,24.3,549,19.7,31.1,21.2,62.5,46.0,1555,22.9,5.9,4.1,-9.0,997.5,1007.1,1009.6,2304,1005.4,1,4.5,8.5,13.8,-9.0,20.07,2.53,1400,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.7,25.9,24.8,18.5,15.5
20210811,108,2.0,1768,32,3.9,2054,32,6.4,2054,27.4,31.6,1624,24.1,630,21.3,31.5,20.6,70.3,49.0,1630,25.4,5.5,3.8,-9.0,1000.1,1009.8,1011.5,1022,1008.1,1729,5.8,5.3,13.8,-9.0,16.55,2.29,1100,0.0,-9.0,1.25,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.6,25.9,24.9,18.5,15.6
20210812,108,1.8,1559,11,4.6,1751,11,12.9,1748,26.8,31.7,1432,24.0,2305,19.9,29.6,20.0,67.1,52.0,1759,23.3,4.7,3.3,-9.0,999.6,1009.2,1011.0,823,1007.5,1559,5.9,4.4,13.7,-9.0,14.8,2.76,1100,0.0,0.0,1.08,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.5,25.9,24.9,18.6,15.6
20210813,108,2.0,1715,5,3.5,1432,7,6.4,1431,26.6,30.1,1620,23.4,201,20.6,28.8,19.7,70.4,57.0,1501,24.2,4.1,2.9,-9.0,996.7,1006.3,1008.1,119,1004.5,1741,8.0,1.7,13.7,-9.0,12.03,1.83,1400,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.4,25.8,24.9,18.7,15.7
20210814,108,3.0,2576,5,4.8,2039,5,10.2,2036,26.1,30.5,1449,23.4,603,18.5,29.6,21.1,63.9,51.0,1427,21.4,6.1,4.3,-9.0,998.3,1007.9,1011.4,2345,1005.7,230,6.5,4.5,13.7,-9.0,15.6,2.5,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.1,25.8,24.9,18.7,15.7
20210815,108,2.3,1984,5,3.7,1255,7,7.0,1252,26.9,32.4,1614,21.7,457,18.0,30.6,18.8,59.6,41.0,1638,20.7,7.6,5.3,-9.0,1003.6,1013.4,1015.1,2354,1011.3,13,1.8,10.2,13.6,-9.0,23.31,3.24,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.0,25.7,24.9,18.8,15.7
20210816,108,2.3,2007,16,3.7,1825,7,6.9,449,27.3,32.8,1627,22.5,611,18.8,33.6,20.5,61.1,39.0,1603,21.7,7.4,5.2,-9.0,1004.0,1013.7,1016.1,647,1011.2,1617,3.8,10.4,13.6,-9.0,23.19,3.1,1200,0.0,0.0,0.92,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.2,25.7,24.9,18.8,15.8
20210817,108,2.4,2107,7,4.6,1722,11,9.6,1731,25.9,31.3,1347,21.9,2357,18.3,30.6,20.3,65.0,46.0,1411,21.1,5.3,3.7,-9.0,1000.2,1009.9,1013.2,2,1006.6,1702,5.5,5.8,13.5,-9.0,17.49,3.14,1100,9.3,13.8,4.67,5.3,1944,1.2,1957,-9.0,-9,-9.0,-9,-9.0,-9,27.4,25.7,24.9,18.9,15.8
20210818,108,2.8,2452,5,5.4,1838,7,9.7,1835,24.3,31.0,1511,20.6,806,18.0,25.1,18.7,69.6,48.0,1502,20.7,6.4,4.5,-9.0,1000.4,1010.2,1012.0,934,1008.2,1551,5.3,5.8,13.5,-9.0,17.87,3.33,1200,5.6,1.1,3.97,2.9,713,1.3,742,-9.0,-9,-9.0,-9,-9.0,-9,27.2,25.7,24.9,19.0,15.9
20210819,108,2.6,2231,5,4.0,417,11,8.6,1911,26.0,31.5,1533,21.0,429,16.6,29.1,18.4,57.1,42.0,1519,18.8,7.0,4.9,-9.0,1001.6,1011.3,1012.4,1040,1009.8,1521,4.0,8.6,13.5,-9.0,20.95,3.1,1100,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.7,25.7,24.9,19.0,15.9
20210820,108,2.3,1997,14,5.1,2308,16,10.3,2303,26.6,30.7,1641,22.6,609,18.9,28.9,20.5,63.6,50.0,1631,21.9,5.3,3.7,-9.0,1001.4,1011.0,1012.6,636,1009.1,1724,6.9,5.5,13.5,-9.0,17.21,2.64,1000,0.0,0.8,0.58,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.6,25.6,24.9,19.1,15.9
20210821,108,2.7,2323,29,6.7,1302,29,11.4,1254,23.8,25.5,1600,21.0,1312,21.5,25.7,20.7,88.1,76.0,552,25.7,1.9,1.3,0.27,993.1,1002.8,1009.8,1,996.8,1237,8.8,1.0,13.4,-9.0,6.31,2.45,1400,62.8,62.0,11.33,27.9,1219,11.9,1252,-9.0,-9,-9.0,-9,-9.0,-9,26.8,25.5,24.9,19.1,16.0
20210822,108,2.1,1824,23,4.4,1020,23,8.3,1200,24.4,27.0,1319,22.4,524,20.9,24.7,19.3,81.5,63.0,1327,24.7,2.7,1.9,-9.0,998.3,1008.0,1010.5,2357,1004.9,1,8.6,0.7,13.4,-9.0,8.64,2.03,1200,0.0,-9.0,1.0,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.8,25.5,24.9,19.2,16.0
20210823,108,2.0,1752,9,3.3,1837,9,7.9,1940,22.4,24.0,1124,21.0,2132,20.5,22.9,18.8,89.3,78.0,1135,24.1,1.3,0.9,-9.0,998.7,1008.4,1011.0,208,1003.3,2347,9.5,0.0,13.3,-9.0,3.81,0.52,1100,7.4,8.2,11.33,2.0,1823,0.5,1849,-9.0,-9,-9.0,-9,-9.0,-9,25.7,25.3,24.9,19.2,16.1
20210824,108,2.9,2529,20,6.1,1733,20,10.5,1907,23.4,26.4,1524,21.1,1,22.3,24.0,20.4,93.6,89.0,109,27.0,1.4,1.0,-9.0,989.8,999.5,1004.1,2400,996.5,1302,10.0,0.0,13.3,-9.0,4.58,0.79,1000,10.5,10.0,12.58,2.8,1215,1.3,1336,-9.0,-9,-9.0,-9,-9.0,-9,25.2,25.1,24.8,19.3,16.1
20210825,108,1.8,1548,16,3.8,1729,14,6.8,1207,25.0,27.3,1502,23.5,603,22.2,26.7,20.0,85.5,73.0,1529,26.8,2.7,1.9,-9.0,996.4,1006.0,1009.1,2358,1003.9,119,8.4,0.7,13.3,-9.0,8.96,1.75,1400,0.3,0.0,4.25,0.3,150,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.1,24.9,24.7,19.3,16.2
20210826,108,2.5,2118,18,5.0,1401,18,8.7,1610,25.5,27.9,1442,22.9,523,22.7,25.9,20.4,84.9,75.0,1440,27.6,2.5,1.7,-9.0,1001.8,1011.5,1012.8,2005,1008.9,20,8.1,0.2,13.2,-9.0,8.07,1.36,1400,0.7,0.8,1.17,0.7,1520,0.7,1526,-9.0,-9,-9.0,-9,-9.0,-9,25.3,24.8,24.7,19.4,16.2
20210827,108,1.3,1111,25,3.2,827,25,4.9,826,22.4,25.5,1,20.4,2317,19.4,23.1,17.6,83.5,67.0,836,22.6,1.3,0.9,-9.0,1003.2,1013.1,1014.4,2343,1011.7,1530,9.1,0.0,13.2,-9.0,3.01,0.44,1200,0.9,0.8,10.38,0.7,1318,0.3,1400,-9.0,-9,-9.0,-9,-9.0,-9,25.5,24.8,24.6,19.4,16.2
20210828,108,1.8,1568,27,3.9,1628,27,7.3,1620,23.6,28.2,1443,19.7,615,19.8,25.1,17.1,80.4,57.0,1506,23.1,4.1,2.9,-9.0,1004.2,1014.0,1015.5,652,1012.7,1833,8.4,3.8,13.1,-9.0,15.44,2.61,1100,-9.0,0.9,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.0,24.7,24.6,19.4,16.3
20210829,108,1.6,1379,32,3.4,639,34,5.6,636,23.7,26.3,1640,21.9,752,20.4,24.3,19.1,82.6,65.0,1744,24.0,2.7,1.9,-9.0,1004.0,1013.8,1015.5,2341,1012.6,1528,8.6,1.0,13.1,-9.0,9.6,1.87,1100,0.9,-9.0,3.17,0.7,122,0.5,126,-9.0,-9,-9.0,-9,-9.0,-9,25.1,24.6,24.5,19.5,16.3
20210830,108,1.4,1242,25,2.9,1935,27,4.5,1950,24.2,27.7,1543,21.2,605,19.8,25.3,19.0,77.5,57.0,1447,23.1,3.4,2.4,-9.0,1005.9,1015.7,1016.8,935,1014.4,1549,8.3,1.1,13.1,-9.0,12.46,1.78,1300,0.0,0.1,1.17,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.1,24.5,24.4,19.5,16.3
20210831,108,2.3,1949,7,4.9,1710,7,9.3,1707,20.5,23.1,1,18.1,1810,19.2,21.2,17.8,93.3,77.0,22,22.3,1.0,0.7,-9.0,1004.6,1014.5,1016.4,645,1010.5,2354,9.9,0.0,13.0,-9.0,2.39,0.4,900,77.4,78.1,16.55,12.4,1356,4.4,2230,-9.0,-9,-9.0,-9,-9.0,-9,25.1,24.5,24.4,19.5,16.4
20210901,108,2.9,2547,5,4.7,1436,5,9.1,1431,21.4,23.9,1525,18.5,121,18.2,22.4,18.5,83.1,71.0,2147,21.0,2.7,1.9,-9.0,999.7,1009.5,1010.8,2312,1008.0,503,9.3,0.0,13.0,-9.0,7.24,1.26,1300,0.8,0.0,4.08,3.1,-2331,0.7,1,-9.0,-9,-9.0,-9,-9.0,-9,23.7,24.5,24.8,20.5,16.4
20210902,108,2.1,1843,7,3.4,754,5,6.4,905,23.5,26.7,1359,20.7,551,17.6,24.4,18.2,70.3,56.0,1404,20.2,4.3,3.0,-9.0,999.9,1009.7,1011.6,1017,1007.8,1651,8.3,1.4,13.0,-9.0,13.24,2.27,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.6,24.2,24.7,20.7,16.5
20210903,108,2.4,2104,5,4.0,1137,5,7.6,2317,24.3,29.2,1543,20.6,455,15.6,26.7,18.3,60.3,38.0,1445,17.8,7.6,5.3,-9.0,999.8,1009.5,1012.4,2346,1007.9,1551,1.9,11.2,12.9,-9.0,24.64,3.3,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.9,24.0,24.5,20.4,16.5
20210904,108,2.7,2298,7,3.7,1014,5,7.2,1857,23.2,28.6,1505,18.5,548,14.0,25.7,16.1,57.0,45.0,1326,16.0,6.8,4.7,-9.0,1005.3,1015.1,1017.4,2354,1012.4,1,4.4,9.3,12.9,-9.0,20.58,3.13,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.3,23.9,24.3,20.2,16.6
20210905,108,3.2,2763,5,4.9,1656,9,10.3,1227,23.1,27.3,1311,19.4,458,15.1,23.8,16.8,61.1,51.0,1253,17.2,5.7,4.0,-9.0,1008.4,1018.2,1020.1,2315,1016.8,1527,5.8,4.6,12.8,-9.0,15.83,2.88,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.3,23.9,24.2,20.1,16.6
20210906,108,3.2,2789,7,5.5,952,7,11.7,1108,22.3,26.4,1252,18.0,2345,16.2,23.2,17.2,70.1,51.0,1219,18.5,3.7,2.6,-9.0,1006.1,1016.0,1020.0,1,1013.0,1818,8.9,2.4,12.8,-9.0,12.02,2.12,1100,12.0,23.7,9.17,4.0,2138,1.2,2014,-9.0,-9,-9.0,-9,-9.0,-9,24.2,23.8,24.1,20.1,16.7
20210907,108,2.3,1964,5,4.4,105,7,8.5,49,19.6,20.9,1629,17.6,112,19.2,20.4,17.1,98.1,94.0,1,22.3,0.8,0.6,-9.0,997.9,1007.8,1013.9,1,1005.2,1633,10.0,0.0,12.8,-9.0,1.8,0.27,1200,29.6,19.5,22.58,6.6,852,2.4,919,-9.0,-9,-9.0,-9,-9.0,-9,23.8,23.8,24.0,20.0,16.7
20210908,108,1.7,1450,27,4.2,1614,27,6.8,1410,22.2,26.9,1428,19.0,543,18.5,23.7,15.0,81.3,58.0,1420,21.3,4.8,3.3,-9.0,1000.5,1010.3,1013.3,2358,1007.2,1,4.5,7.1,12.7,-9.0,18.18,2.81,1100,1.6,-9.0,6.67,0.7,149,0.3,231,-9.0,-9,-9.0,-9,-9.0,-9,23.2,23.6,23.9,20.0,16.7
20210909,108,1.5,1277,2,3.0,1008,5,4.6,1041,23.5,29.1,1610,19.1,432,18.7,25.5,14.7,76.5,47.0,1501,21.7,4.7,3.3,-9.0,1003.6,1013.4,1014.7,659,1011.8,1534,6.5,8.0,12.7,-9.0,18.9,3.01,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.5,23.5,23.9,20.1,16.8
20210910,108,1.9,1684,29,4.3,1715,29,7.4,1712,23.6,28.9,1423,19.5,615,18.8,25.6,14.9,76.0,49.0,1427,21.7,4.9,3.5,-9.0,1003.2,1013.0,1014.0,852,1011.1,1534,3.9,6.4,12.6,-9.0,16.96,3.01,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.9,23.4,23.8,20.1,16.8
20210911,108,1.7,1459,32,5.6,1842,36,9.2,1833,24.0,29.4,1449,19.9,619,18.5,25.8,15.5,73.1,49.0,1453,21.3,5.7,4.0,-9.0,1002.7,1012.5,1014.3,720,1010.3,1515,2.0,8.7,12.6,-9.0,19.54,3.02,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.1,23.4,23.7,20.1,16.9
20210912,108,1.8,1581,32,4.4,1230,29,6.8,1409,24.2,29.8,1557,19.2,624,16.8,26.4,15.4,64.6,41.0,1609,19.1,6.8,4.8,-9.0,1003.2,1013.0,1015.3,2341,1010.8,113,1.9,10.2,12.6,-9.0,22.15,3.12,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.2,23.5,23.7,20.1,16.9
20210913,108,2.4,2065,5,3.9,1118,5,6.9,1232,24.8,30.3,1504,20.8,610,18.1,26.9,15.5,67.1,49.0,1638,20.8,5.5,3.9,-9.0,1006.4,1016.2,1017.7,950,1014.5,1602,6.9,6.1,12.5,-9.0,17.61,3.17,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.4,23.5,23.6,20.0,16.9
20210914,108,2.6,2264,5,5.6,2346,5,10.0,2338,24.6,29.5,1626,20.0,615,16.6,27.8,14.4,63.3,41.0,1554,18.9,7.7,5.4,-9.0,1005.4,1015.2,1016.9,131,1013.3,1552,2.4,10.3,12.5,-9.0,21.88,3.23,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.5,23.6,23.6,20.0,17.0
20210915,108,3.6,3129,5,5.9,1847,2,11.7,1148,23.6,28.9,1442,19.5,620,14.5,27.0,14.0,57.5,44.0,1402,16.5,7.8,5.4,-9.0,1006.2,1016.0,1017.2,2126,1014.2,1544,0.6,11.4,12.4,-9.0,22.62,3.15,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.5,23.6,23.6,20.0,17.0
20210916,108,2.6,2213,5,4.6,913,5,8.6,911,22.9,27.3,1323,18.0,551,14.7,26.6,12.6,61.1,46.0,1335,16.8,5.8,4.1,-9.0,1002.8,1012.6,1016.3,1,1010.1,1607,5.1,9.1,12.4,-9.0,20.18,3.06,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.4,23.6,23.6,20.0,17.0
20210917,108,3.0,2567,7,5.8,1306,7,12.2,1301,23.5,28.2,1506,20.5,658,15.5,27.6,15.1,61.4,45.0,1558,17.6,6.5,4.5,-9.0,999.7,1009.5,1011.9,2339,1006.7,1502,3.8,6.6,12.4,-9.0,18.05,3.01,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.3,23.7,23.6,20.0,17.1
20210918,108,1.6,1401,29,4.0,2017,27,6.4,2013,23.9,29.8,1529,18.9,653,16.6,29.4,13.3,65.1,44.0,1535,19.0,5.7,4.0,-9.0,1004.4,1014.2,1016.2,2337,1011.9,1,2.3,8.8,12.3,-9.0,19.77,2.89,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.3,23.6,23.6,20.0,17.1
20210919,108,1.9,1669,16,3.0,1039,7,5.0,1729,23.7,27.8,1513,20.8,2356,16.0,26.8,14.3,62.9,49.0,1533,18.3,4.6,3.2,-9.0,1005.6,1015.4,1017.0,759,1014.0,1647,6.3,2.8,12.3,-9.0,13.97,2.31,1000,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.4,23.7,23.6,20.0,17.1
20210920,108,2.7,2293,14,6.2,1658,11,12.5,1654,23.7,28.4,1523,19.0,603,16.2,29.0,14.1,63.6,48.0,1624,18.4,5.9,4.1,-9.0,1000.8,1010.5,1015.1,8,1006.5,2357,5.9,10.3,12.3,-9.0,19.86,2.95,1200,-9.0,40.6,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.3,23.7,23.6,20.0,17.2
20210921,108,2.9,2504,32,7.1,2245,32,11.9,2220,22.0,26.2,1446,17.4,2353,19.2,23.9,16.4,85.1,59.0,1628,22.3,3.6,2.5,-9.0,995.1,1004.9,1006.9,51,1003.4,1454,8.0,4.3,12.2,-9.0,11.84,2.48,1400,68.1,32.0,9.58,27.1,2312,7.5,2333,-9.0,-9,-9.0,-9,-9.0,-9,24.2,23.7,23.6,20.0,17.2
20210922,108,2.7,2320,27,6.2,1444,23,11.7,1229,20.2,24.3,1524,16.8,436,16.1,22.0,12.3,79.0,56.0,1634,18.4,4.5,3.1,-9.0,998.5,1008.4,1012.8,2354,1005.6,251,4.1,6.5,12.2,-9.0,14.89,1.86,1500,4.5,0.0,2.0,4.2,1,1.9,5,-9.0,-9,-9.0,-9,-9.0,-9,23.6,23.7,23.7,20.0,17.2
20210923,108,2.4,2084,32,6.5,1214,32,10.9,1205,20.9,25.9,1617,16.9,300,14.2,22.7,11.9,67.3,48.0,1618,16.2,5.2,3.6,-9.0,1006.6,1016.6,1019.5,2326,1012.7,1,3.4,8.0,12.1,-9.0,18.01,2.91,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.3,23.6,23.8,20.1,17.3
20210924,108,2.2,1903,5,3.8,2159,5,6.9,1459,21.8,26.9,1529,16.7,619,15.2,23.1,12.1,67.5,46.0,1502,17.2,5.3,3.7,-9.0,1012.3,1022.3,1024.1,2343,1019.5,1,1.5,9.9,12.1,-9.0,18.34,2.54,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.1,23.4,23.7,20.1,17.3
20210925,108,2.3,1961,5,3.5,1152,5,6.4,1213,21.2,23.1,1607,18.7,427,16.0,21.1,14.3,72.6,66.0,1153,18.2,2.7,1.9,-9.0,1013.1,1023.1,1025.3,932,1021.7,1502,8.6,0.0,12.1,-9.0,7.2,1.14,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.1,23.3,23.7,20.1,17.3
20210926,108,2.3,1957,5,3.6,2125,7,7.2,2158,22.6,27.3,1535,18.4,645,15.0,23.9,14.6,63.0,50.0,1255,17.1,5.4,3.8,-9.0,1010.4,1020.3,1022.7,1,1018.3,1554,6.8,8.3,12.0,-9.0,18.13,2.7,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.0,23.2,23.6,20.1,17.4
20210927,108,2.4,2040,14,3.7,1258,5,6.6,636,21.6,25.0,1208,18.7,544,14.8,21.6,16.1,66.0,52.0,1214,16.9,3.7,2.6,-9.0,1005.8,1015.7,1019.0,1,1014.0,1756,8.3,2.2,12.0,-9.0,11.36,2.86,1100,0.0,0.0,5.67,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.1,23.1,23.5,20.1,17.4
20210928,108,2.2,1887,14,3.7,1814,11,6.3,1535,21.5,24.4,1247,19.6,410,16.6,22.5,17.2,75.1,54.0,1349,19.0,2.7,1.9,-9.0,1002.6,1012.5,1014.8,124,1010.2,2353,9.8,0.7,11.9,-9.0,9.29,2.0,1100,1.3,9.0,9.28,0.7,2100,0.3,2000,-9.0,-9,-9.0,-9,-9.0,-9,23.1,23.1,23.5,20.1,17.4
20210929,108,1.7,1496,23,4.4,903,23,9.4,856,20.2,21.4,1132,17.8,2400,19.0,21.1,13.6,93.5,87.0,1600,22.0,1.0,0.7,-9.0,997.9,1007.8,1010.2,1,1006.2,1352,7.6,0.0,11.9,-9.0,2.85,0.53,1400,13.1,5.4,12.25,5.0,847,1.6,522,-9.0,-9,-9.0,-9,-9.0,-9,23.1,23.0,23.4,20.1,17.4
20210930,108,1.5,1312,27,3.3,1439,29,5.2,1426,20.3,25.9,1506,16.0,609,17.3,22.2,12.0,83.9,62.0,1520,19.7,4.3,3.0,-9.0,999.2,1009.1,1010.5,911,1007.5,1558,2.0,7.4,11.8,-9.0,17.2,2.88,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.8,23.0,23.4,20.1,17.5
